"Identifier","Personal title","First name","Middle name","Last name","Company","Account number","Tax number","Register number","Country","State","City","Zip","Address","Web","Email (1)","Email (2)","Phone (1)","Phone (2)","Fax","Mobile (1)","Mobile (2)","Note","Day of birth","RemindDay","Status"
"","","Torsten","","Gadafledeson","","","","","","","Ober-Ramstadt","64372","Buchenweg 22","","idipe62@email.com","","0363927/16372715","","","","","","","-1",""
"","","Hans-Günter","","Tasigatemeiner","","","","","","","Völklingen","66333","Max-Planck-Strasse 45","","edipe89@yahoo.de","","0773/216311181","","","","","","","-1",""
"","","Therese","","Nütabedeweiner","","","","","","","Pottenstein","91278","Zeppelinstrasse 213","","therese.nuetabedeweiner54@gmail.de","","022529/76977131","","","","","","","-1",""
"","","Baldur","","Meraduweiner","","","","","","","Wittenberg, Lutherstadt","06886","Klosterstrasse 276","","itemo97@test.de","","032812/46864","","","","","","","-1",""
"","","Mary","","Müller","","","","","","","Schwaan","18258","Kolpingstrasse 279d","","owufu73@email.com","","09247/56624127","","","","","","","-1",""
"","","Eugenie","","Cuwediweiner","","","","","","","Putlitz","16949","Kirchplatz 84","","urale95@gmail.com","","079836/23612","","","","","","","-1",""
"","","Sylvia","","Meyer","","","","","","","Kronberg im Taunus","61476","Fichtenweg 268","","utomi55@email.com","","01142/7933152","","","","","","","-1",""
"","","Ulrike","","Gitolodehein","","","","","","","Bad Krozingen","79189","Starenweg 43","","ulrike.gitolodehein84@surfnet.de","","03223/289434387","","","","","","","-1",""
"","","Andrea","","Däsusadeson","","","","","","","Buchholz in der Nordheide","21244","Kreuzstrasse 161","","andrea.daesusadeson70@gmail.com","","035581/48598","","","","","","","-1",""
"","","Timo","","Zimmermann","","","","","","","Coesfeld","48653","Industriestrasse 196","","timo.zimmermann56@gmx.de","","09792/311853","","","","","","","-1",""
"","","Angelika","","König","","","","","","","Müncheberg","15374","Lilienweg 266","","angelika.koenig63@outloock.de","","03462/516231629","","","","","","","-1",""
"","","Luka","","Dolovareweiner","","","","","","","Springe","31832","Dorfstrasse 24","","otemo80@gmail.com","","0119289/979676","","","","","","","-1",""
"","","Frederic","","Zutasedestein","","","","","","","Bad Wurzach","88410","Leipziger Strasse 195","","frederic.zutasedestein99@gmail.de","","0316893/115267","","","","","","","-1",""
"","","Gustav","","König","","","","","","","Hermeskeil","54411","Mühlenweg 210","","evaru64@gmail.de","","055911/47224","","","","","","","-1",""
"","","Emilie","","Mölalode","","","","","","","Weimar","99423","Holunderweg 263","","orilo71@email.com","","0923283/97182294","","","","","","","-1",""
"","","Friederike","","Zusasedestein","","","","","","","Warin","19417","Bahnhofstrasse 140","","friederike.zusasedestein81@email.com","","05796/2715332","","","","","","","-1",""
"","","Friedemann","","Rorufo","","","","","","","Oberwiesenthal, Kurort","09484","Eschenweg 239","","edepu96@t-online.de","","0776228/69176727","","","","","","","-1",""
"","","Arif","","Schulze","","","","","","","Haan","42781","Lindenallee 158","","aloku95@test.de","","092927/75441397","","","","","","","-1",""
"","","Verena","","Zasofoweiner","","","","","","","Hohenstein-Ernstthal","09337","Fichtenweg 135","","verena.zasofoweiner69@yahoo.de","","0725678/84845","","","","","","","-1",""
"","","Cengiz","","Hatidi","","","","","","","Norden","26506","Eichendorffstrasse 139","","eralo59@gmail.de","","064167/92676","","","","","","","-1",""
"","","Milena","","Wesubistein","","","","","","","Bocholt","46395","Eichenstrasse 14","","aroli80@gmail.de","","0523/763749","","","","","","","-1",""
"","","Dragan","","Casasade","","","","","","","Bad Fallingbostel","29683","Max-Planck-Strasse 270","","dragan.casasade75@test.de","","012499/95335331","","","","","","","-1",""
"","","Klaus","","Rödumauhein","","","","","","","Weißenburg i.Bay.","91781","Lerchenstrasse 169","","uwofa66@gmail.com","","0384682/2898551","","","","","","","-1",""
"","","Salvatore","","Citusedemeiner","","","","","","","Ellrich","99755","Meisenweg 15","","salvatore.citusedemeiner95@gmail.com","","089528/44994916","","","","","","","-1",""
"","","Dariusz","","Biravade","","","","","","","Landau in der Pfalz","76829","Marktstrasse 19","","dariusz.biravade89@t-online.de","","0154823/52429","","","","","","","-1",""
"","","Cord","","Lülegaumüller","","","","","","","Unkel","53572","Kurze Strasse 145","","uwufu75@yahoo.de","","017464/135142152","","","","","","","-1",""
"","","Franjo","","Hövawedehein","","","","","","","Bad Dürrheim","78073","Teichstrasse 67","","uwofi90@gmx.de","","073514/3693819","","","","","","","-1",""
"","","Hedwig","","Säwagateson","","","","","","","Limbach-Oberfrohna","09212","Neuer Weg 116","","atome59@outloock.de","","055364/77133","","","","","","","-1",""
"","","Elke","","Sulasadeson","","","","","","","Bargteheide","22941","Fichtenstrasse 52","","elke.sulasadeson75@outloock.de","","09661/378343652","","","","","","","-1",""
"","","Zoltan","","Girasadeweiner","","","","","","","Fürstenberg/Havel","16798","Wilhelmstrasse 113","","erili64@gmx.de","","05913/185166133","","","","","","","-1",""
"","","Hansjürgen","","Müwalodemüller","","","","","","","Grafenau","94481","Weinbergstrasse 292","","otemu97@gmail.com","","0627/31579362","","","","","","","-1",""
"","","Heidi","","Tolofomüller","","","","","","","Steinfurt","48565","Talstrasse 192b","","heidi.tolofomueller56@yahoo.de","","0255/13339","","","","","","","-1",""
"","","Victor","","Zavoplau","","","","","","","Sömmerda","99610","Schulweg 202","","utomo92@test.de","","0611/641669919","","","","","","","-1",""
"","","Grazyna","","Zetulodemeiner","","","","","","","Hungen","35410","Hohlweg 153","","udapi63@email.com","","0989423/1547941","","","","","","","-1",""
"","","Stanislav","","Richter","","","","","","","Regis-Breitingen","04565","Mittelstrasse 130","","otome88@gmail.com","","0318519/63595","","","","","","","-1",""
"","","Karolin","","Mewebede","","","","","","","Märkisch Buchholz","15748","Haydnstrasse 268","","karolin.mewebede92@t-online.de","","0991443/541867","","","","","","","-1",""
"","","Andreas","","Cevidu","","","","","","","Feuchtwangen","91555","Alte Dorfstrasse 143c","","otumi80@surfnet.de","","0216/36588649","","","","","","","-1",""
"","","Käthi","","Lorosedehein","","","","","","","Beelitz","14547","Kastanienweg 271a","","kaethi.lorosedehein71@outloock.de","","05193/366235","","","","","","","-1",""
"","","Ivonne","","Zetihedemeiner","","","","","","","Ochtrup","48607","Weiherstrasse 68","","ivonne.zetihedemeiner80@email.com","","0286953/265478822","","","","","","","-1",""
"","","Ansgar","","Jelelatestein","","","","","","","Rottenburg a.d.Laaber","84056","Schubertstrasse 243","","ansgar.jelelatestein98@test.de","","0872/9574712","","","","","","","-1",""
"","","Annelies","","Podusegeweiner","","","","","","","Maulbronn","75433","Königsberger Strasse 178","","uwifo75@gmx.de","","09939/94545","","","","","","","-1",""
"","","Margarethe","","Wesofumüller","","","","","","","Schwarzenborn","34639","Schlossstrasse 86","","iralu93@surfnet.de","","06959/78933","","","","","","","-1",""
"","","Rosalia","","Lüwasademüller","","","","","","","Ilmenau","98693","Buchenweg 108","","eviri72@gmail.com","","0826753/866596293","","","","","","","-1",""
"","","Ljubica","","Jedomatt","","","","","","","Zarrentin am Schaalsee","19246","Breslauer Strasse 136a","","irali61@surfnet.de","","01644/732289","","","","","","","-1",""
"","","Maxim","","Schmid","","","","","","","Sankt Goarshausen, Loreleystadt","56346","Finkenstrasse 206","","elaku84@email.com","","042555/38834","","","","","","","-1",""
"","","Erdmute","","Siwodi","","","","","","","Prichsenstadt","97357","Höhenweg 53","","erdmute.siwodi60@email.com","","0117/9737534","","","","","","","-1",""
"","","Dietlinde","","Coremattstein","","","","","","","Usedom","17406","Siedlung 157d","","dietlinde.coremattstein86@gmail.com","","0949777/394216","","","","","","","-1",""
"","","Ronny","","Kidesade","","","","","","","Stadtsteinach","95346","Gartenweg 180","","ronny.kidesade99@email.com","","06646/84394","","","","","","","-1",""
"","","Erhardt","","Zuvifereweiner","","","","","","","Niederstetten","97996","Pappelweg 33a","","erhardt.zuvifereweiner92@surfnet.de","","094517/8735412","","","","","","","-1",""
"","","Belinda","","Söwudomeiner","","","","","","","Hohenmölsen","06679","Kreuzstrasse 108","","belinda.soewudomeiner65@yahoo.de","","0216174/497621147","","","","","","","-1",""
"","","Amalia","","Hudufison","","","","","","","Coesfeld","48653","Tulpenweg 167","","amalia.hudufison72@gmx.de","","0254/59423","","","","","","","-1",""
"","","Swantje","","Lange","","","","","","","Sachsenheim","74343","Neuer Weg 223","","uluki79@surfnet.de","","0222/364276719","","","","","","","-1",""
"","","Eberhardt","","Jötosademüller","","","","","","","Oberweißbach/Thür. Wald","98744","Klosterstrasse 129","","etami78@t-online.de","","013585/739832638","","","","","","","-1",""
"","","Annika","","Maier","","","","","","","Kellinghusen","25548","Mühlgasse 287b","","otoma70@surfnet.de","","0957351/589131","","","","","","","-1",""
"","","Nicolai","","Hetoflode","","","","","","","Radeberg","01454","Lilienweg 197b","","nicolai.hetoflode59@surfnet.de","","0382644/429377","","","","","","","-1",""
"","","Frida","","Hoffmann","","","","","","","Salzgitter","38226","Kiefernweg 104","","etozu58@test.de","","03398/5298263","","","","","","","-1",""
"","","Ira","","Meyer","","","","","","","Tengen","78250","Industriestrasse 90","","ira.meyer70@t-online.de","","032629/57385","","","","","","","-1",""
"","","Rotraud","","Zidevareson","","","","","","","Bad Breisig","53498","Friedenstrasse 293","","rotraud.zidevareson57@gmail.de","","0424/41945563","","","","","","","-1",""
"","","Amalie","","Parelodeson","","","","","","","Herrnhut","02747","Pestalozzistrasse 267","","evera65@yahoo.de","","0844631/573531","","","","","","","-1",""
"","","Wolf-Dieter","","Jesehedeson","","","","","","","Schwelm","58332","Grabenstrasse 140","","ilaki98@gmail.com","","0321692/243935","","","","","","","-1",""
"","","Edda","","Satubi","","","","","","","Thale","06502","Feldstrasse 246","","arula57@test.de","","04125/42924158","","","","","","","-1",""
"","","Dörte","","Vatalodeson","","","","","","","Euskirchen","53879","Kreuzweg 50","","doerte.vatalodeson79@gmail.de","","0769397/13476","","","","","","","-1",""
"","","Stefania","","Vösubu","","","","","","","Trier","54290","Brunnenstrasse 149","","idepo99@outloock.de","","01721/196168","","","","","","","-1",""
"","","Alexandra","","Dolulateson","","","","","","","Olsberg","59939","Bahnhofstrasse 59c","","aroli97@t-online.de","","0563/38729843","","","","","","","-1",""
"","","Hans-Wolfgang","","Rodubumeiner","","","","","","","Voerde (Niederrhein)","46562","Danziger Strasse 224","","hans-wolfgang.rodubumeiner55@gmail.de","","09693/453732","","","","","","","-1",""
"","","Anthony","","Viwafledestein","","","","","","","Wolfstein","67752","Talstrasse 112","","anthony.viwafledestein84@t-online.de","","0549548/96353618","","","","","","","-1",""
"","","Kenneth","","Köveplaumeiner","","","","","","","Eschenbach i.d.OPf.","92676","Blumenweg 272","","kenneth.koeveplaumeiner56@surfnet.de","","0651597/96564","","","","","","","-1",""
"","","Ernst-August","","Kawidumeiner","","","","","","","Pattensen","30982","Waldstrasse 140","","asota58@outloock.de","","0951/139123","","","","","","","-1",""
"","","Gundula","","Säreduweiner","","","","","","","Rheinau","77866","Brunnenweg 298","","gundula.saereduweiner94@email.com","","03984/8599298","","","","","","","-1",""
"","","Tanja","","Jörobodo","","","","","","","Hauzenberg","94051","Wiesenstrasse 228","","oruli69@gmx.de","","065463/46571996","","","","","","","-1",""
"","","Fred","","Düludostein","","","","","","","Lippstadt","59555","Ludwigstrasse 34","","fred.dueludostein62@email.com","","06458/88667236","","","","","","","-1",""
"","","Branko","","Jodigrademeiner","","","","","","","Apolda","99510","Lärchenweg 110","","erila84@surfnet.de","","0227/441572","","","","","","","-1",""
"","","Liesa","","Göwidimeiner","","","","","","","Alfeld (Leine)","31061","Am Sportplatz 122","","liesa.goewidimeiner67@surfnet.de","","05588/372771","","","","","","","-1",""
"","","Henrik","","Vowafledemeiner","","","","","","","Künzelsau","74653","Mühlgasse 141","","henrik.vowafledemeiner62@gmx.de","","0657286/79845392","","","","","","","-1",""
"","","Andree","","Schäfer","","","","","","","Wetzlar","35578","Am Bahnhof 18","","andree.schaefer85@gmx.de","","0773/47172219","","","","","","","-1",""
"","","Lilly","","Sarevaremeiner","","","","","","","Kaub","56349","Gartenstrasse 289","","osate67@yahoo.de","","0185/147897","","","","","","","-1",""
"","","Nikolaj","","Bauer","","","","","","","Hann. Münden","34346","Kirchplatz 181","","ivoro64@outloock.de","","082955/771338","","","","","","","-1",""
"","","Magrit","","Cerigedeson","","","","","","","Schönsee","92539","Flurstrasse 169d","","esetu62@surfnet.de","","0333/2346398","","","","","","","-1",""
"","","Marcella","","Ditubi","","","","","","","Rötha","04571","Luisenstrasse 54","","otumi91@test.de","","053461/667683524","","","","","","","-1",""
"","","Fredo","","Dövusadeweiner","","","","","","","Neunburg vorm Wald","92431","Kapellenweg 2","","fredo.doevusadeweiner89@yahoo.de","","0599867/7882465","","","","","","","-1",""
"","","Reinhold","","Luseflodemüller","","","","","","","Bad Saulgau","88348","Hauptstrasse 105","","reinhold.luseflodemueller82@surfnet.de","","0186745/74911452","","","","","","","-1",""
"","","Albina","","Natemaustein","","","","","","","Wiesmoor","26639","Neuer Weg 140","","albina.natemaustein77@t-online.de","","02342/239861825","","","","","","","-1",""
"","","Hans-Otto","","Vövesegemüller","","","","","","","Papenburg","26871","Mühlenweg 132","","itomu60@gmail.de","","09323/56818","","","","","","","-1",""
"","","Raymond","","Sadegaumüller","","","","","","","Offenbach am Main","63065","Fichtenweg 247","","iluki65@gmail.de","","0329/162354","","","","","","","-1",""
"","","Reza","","Lutifomeiner","","","","","","","Freiberg am Neckar","71691","Feldstrasse 266","","isuto59@gmail.de","","023633/9135317","","","","","","","-1",""
"","","Sami","","Tädavaremeiner","","","","","","","Weiterstadt","64331","Kreuzstrasse 78","","erela94@gmx.de","","0418988/815611175","","","","","","","-1",""
"","","Irmhild","","Zätosede","","","","","","","Wissen","57537","Lerchenstrasse 23","","irmhild.zaetosede71@t-online.de","","0583566/8226191","","","","","","","-1",""
"","","Rafael","","Cetafison","","","","","","","Torgelow","17358","Bahnhofstrasse 181","","rafael.cetafison78@email.com","","06677/59264","","","","","","","-1",""
"","","Gerald","","Jisuschatt","","","","","","","Merzig","66663","Neuer Weg 169","","aloka58@surfnet.de","","0722/691432349","","","","","","","-1",""
"","","Wieland","","Sasusede","","","","","","","Walsrode","29664","Grenzweg 208","","wieland.sasusede67@gmail.com","","06285/25985","","","","","","","-1",""
"","","Tibor","","Hodowedeson","","","","","","","Calw","75365","Teichstrasse 82","","tibor.hodowedeson66@yahoo.de","","077418/498845216","","","","","","","-1",""
"","","Iwona","","Cöwufiweiner","","","","","","","Zeulenroda-Triebes","07937","Neue Strasse 288","","iwona.coewufiweiner65@outloock.de","","03691/68197","","","","","","","-1",""
"","","Valeria","","Sülosede","","","","","","","Birkenfeld","55765","Fliederweg 148a","","iwufi74@gmx.de","","061583/88274475","","","","","","","-1",""
"","","Erdogan","","Fedasadeweiner","","","","","","","Heiligenhafen","23774","Südstrasse 273","","arile92@gmx.de","","0263/98293377","","","","","","","-1",""
"","","Irmingard","","Wolf","","","","","","","Meersburg","88709","Mühlenweg 275","","ileka81@email.com","","06226/46369247","","","","","","","-1",""
"","","Luciano","","Düsubaweiner","","","","","","","Neustadt (Dosse)","16845","Markt 27","","edipe73@gmx.de","","04996/57468769","","","","","","","-1",""
"","","Gerhild","","Zimmermann","","","","","","","Borna","04552","Schützenstrasse 18","","adupu97@surfnet.de","","0979/959888427","","","","","","","-1",""
"","","Britt","","Gulelau","","","","","","","Hamburg","20038","Sonnenstrasse 57","","owifa82@surfnet.de","","09138/19696","","","","","","","-1",""
"","","Maja","","Braun","","","","","","","Schneeberg","08289","Schlehenweg 14","","edepu55@gmx.de","","0633/36556741","","","","","","","-1",""
"","","Klaus-Werner","","Bilivorestein","","","","","","","Bad Bentheim","48455","Klosterstrasse 180","","klaus-werner.bilivorestein74@yahoo.de","","04414/465272","","","","","","","-1",""
"","","Gaetano","","Fösilodemeiner","","","","","","","Pfullendorf","88630","Albert-Schweitzer-Strasse 250c","","urolu99@surfnet.de","","0171/76565742","","","","","","","-1",""
"","","Catrin","","Wagner","","","","","","","Freudenberg","97896","Hölderlinstrasse 15","","catrin.wagner70@gmail.de","","0751/4219351","","","","","","","-1",""
"","","Giuseppe","","Dudofumüller","","","","","","","St. Wendel","66606","Am Anger 209","","isote62@gmail.com","","0415465/18886599","","","","","","","-1",""
"","","Dorothea","","Botibe","","","","","","","Hillesheim","54576","Luisenstrasse 177","","isuto72@email.com","","03283/21664","","","","","","","-1",""
"","","Othmar","","Ketefison","","","","","","","Bad Lauchstädt, Goethestadt","06246","Schlehenweg 129","","alako93@gmail.com","","0485157/14185","","","","","","","-1",""
"","","Leon","","Zimmermann","","","","","","","Neresheim","73450","Mühlenstrasse 92","","iralu60@yahoo.de","","0861241/96312","","","","","","","-1",""
"","","Tillmann","","Schulz","","","","","","","Wörth am Rhein","76744","Erlenstrasse 263","","ewafa74@gmail.com","","064554/2934869","","","","","","","-1",""
"","","Zeki","","König","","","","","","","Blomberg","32825","Schlossstrasse 96","","zeki.koenig55@gmail.de","","02859/838694","","","","","","","-1",""
"","","Elli","","Nirawedehein","","","","","","","Philippsburg","76661","Drosselweg 129","","iluke97@gmail.de","","0267428/685292","","","","","","","-1",""
"","","Sophie","","Holalau","","","","","","","Mügeln","04769","Veilchenweg 198","","sophie.holalau92@gmail.com","","0367841/9325918","","","","","","","-1",""
"","","Stanislav","","Bavegate","","","","","","","Nettetal","41334","Klosterstrasse 209","","edupi73@gmail.de","","034568/93293994","","","","","","","-1",""
"","","Malte","","Davoflodemeiner","","","","","","","Neukloster","23992","Marktplatz 65","","urilo96@test.de","","09722/9534467","","","","","","","-1",""
"","","Lina","","Klein","","","","","","","Bad Bevensen","29549","August-Bebel-Strasse 87","","utemi83@outloock.de","","086225/728978587","","","","","","","-1",""
"","","Kaspar","","Serifareweiner","","","","","","","Oberkirch","77704","Mittelweg 169","","kaspar.serifareweiner91@outloock.de","","0629/831395","","","","","","","-1",""
"","","Arnulf","","Sitewede","","","","","","","Göppingen","73033","Ahornstrasse 3","","odupu94@test.de","","08574/53857","","","","","","","-1",""
"","","Ingetraud","","Towesedeson","","","","","","","Endingen am Kaiserstuhl","79346","Mühlenweg 122","","ivare61@test.de","","017162/68199734","","","","","","","-1",""
"","","Ernst-Dieter","","Gasobastein","","","","","","","Gartz (Oder)","16307","Am Friedhof 168","","usote88@surfnet.de","","03251/7979518","","","","","","","-1",""
"","","José","","Katewatteweiner","","","","","","","Scheibenberg","09481","Sonnenweg 217","","jos?.katewatteweiner71@gmail.com","","0857/49723685","","","","","","","-1",""
"","","Hugo","","Howosedeson","","","","","","","Staufenberg","35460","Siemensstrasse 113","","hugo.howosedeson89@gmail.de","","0487/37543","","","","","","","-1",""
"","","Helene","","König","","","","","","","Oschatz","04758","Schulweg 228","","helene.koenig68@yahoo.de","","0711642/293213","","","","","","","-1",""
"","","Karl","","Hävosedemeiner","","","","","","","Gößnitz","04639","Geschwister-Scholl-Strasse 273","","aseto55@test.de","","099384/179699316","","","","","","","-1",""
"","","Krystyna","","Botosede","","","","","","","Attendorn","57439","Max-Planck-Strasse 105","","krystyna.botosede79@gmail.de","","0527/118158519","","","","","","","-1",""
"","","Tadeusz","","Kelibimeiner","","","","","","","Nienburg (Saale)","06429","Am Bahnhof 221b","","oreli75@email.com","","0187/6784969","","","","","","","-1",""
"","","Helene","","Nutobu","","","","","","","Engen","78234","Mühlenweg 100","","helene.nutobu81@outloock.de","","0978/91325","","","","","","","-1",""
"","","Hertha","","Cotebi","","","","","","","Schweich","54338","Weststrasse 203","","etamo76@yahoo.de","","0681952/58299654","","","","","","","-1",""
"","","Marcella","","Hesoplaustein","","","","","","","Sassnitz","18546","August-Bebel-Strasse 217d","","atome55@gmx.de","","0679159/7961488","","","","","","","-1",""
"","","Luzia","","Revafareson","","","","","","","Emsdetten","48282","Zeppelinstrasse 256","","etoze73@gmx.de","","0378/382724965","","","","","","","-1",""
"","","Klaus-Dieter","","Jaruwede","","","","","","","Oderberg","16248","Markt 198","","klaus-dieter.jaruwede63@test.de","","09986/789399","","","","","","","-1",""
"","","Baldur","","Kotevodemeiner","","","","","","","Wehr","79664","Tannenstrasse 227","","baldur.kotevodemeiner65@outloock.de","","05851/4373242","","","","","","","-1",""
"","","Carmine","","Werulate","","","","","","","Netphen","57250","Schützenstrasse 284","","orala60@email.com","","04281/858439","","","","","","","-1",""
"","","Klaas","","Sutuhede","","","","","","","Bredstedt","25821","Asternweg 32","","klaas.sutuhede97@surfnet.de","","025736/639939","","","","","","","-1",""
"","","Miroslav","","Cawusademüller","","","","","","","Warstein","59581","Ulmenstrasse 264","","miroslav.cawusademueller85@t-online.de","","0373/26898","","","","","","","-1",""
"","","Silke","","Suwebede","","","","","","","Osthofen","67574","Kreuzweg 32","","uwafu55@t-online.de","","08259/3746223","","","","","","","-1",""
"","","Sami","","Wolufu","","","","","","","Kaub","56349","Brunnenstrasse 188","","sami.wolufu93@surfnet.de","","09648/7687476","","","","","","","-1",""
"","","Anatolij","","Müwodu","","","","","","","Marienmünster","37696","Friedrich-Ebert-Strasse 172","","udepi71@gmx.de","","0132/499415","","","","","","","-1",""
"","","Karl-Heinz","","Sivavadeweiner","","","","","","","Osterwieck","38835","Oststrasse 27","","ulike74@email.com","","0113/716688438","","","","","","","-1",""
"","","Annett","","Wütufuson","","","","","","","Bad Liebenstein","36448","Stettiner Strasse 78","","itumo99@surfnet.de","","0997857/65531","","","","","","","-1",""
"","","Remo","","Horabodomeiner","","","","","","","Bad Segeberg","23795","Friedenstrasse 187","","remo.horabodomeiner58@test.de","","0537/3311515","","","","","","","-1",""
"","","Elmar","","Masafere","","","","","","","Wetter (Ruhr)","58300","Oststrasse 154","","elmar.masafere54@yahoo.de","","09126/9259768","","","","","","","-1",""
"","","Pavel","","Sotida","","","","","","","Güglingen","74363","Mittelweg 248","","pavel.sotida57@surfnet.de","","0689/386957","","","","","","","-1",""
"","","Silja","","Wetilode","","","","","","","Kempten (Allgäu)","87435","Schlossstrasse 76","","usita65@yahoo.de","","085468/79816","","","","","","","-1",""
"","","Abram","","Joragrodestein","","","","","","","Puchheim","82178","Buchenweg 116","","abram.joragrodestein77@surfnet.de","","0175214/277788","","","","","","","-1",""
"","","Eva-Maria","","Hisiflode","","","","","","","Neustadt (Hessen)","35279","Jahnstrasse 9","","eva-maria.hisiflode84@gmail.com","","0295/522279","","","","","","","-1",""
"","","Milena","","Retesedestein","","","","","","","Sassnitz","18546","Meisenweg 185","","udepe70@test.de","","088437/237783","","","","","","","-1",""
"","","Edwin","","Galebu","","","","","","","Oschatz","04758","Forstweg 166","","edwin.galebu95@gmx.de","","0538634/64234","","","","","","","-1",""
"","","Hans-Joachim","","Harelau","","","","","","","Brandenburg an der Havel","14770","Am Anger 141","","iliku92@gmail.de","","075654/749931","","","","","","","-1",""
"","","Hans-Detlef","","Wüdobemüller","","","","","","","Rheinböllen","55494","Eichendorffstrasse 92","","hans-detlef.wuedobemueller85@gmail.com","","082528/86291645","","","","","","","-1",""
"","","Susana","","Piwafereweiner","","","","","","","Haselünne","49740","Ludwigstrasse 199","","esita66@t-online.de","","078317/82768","","","","","","","-1",""
"","","Mirjana","","Wävugradeweiner","","","","","","","Meiningen","98617","Fichtenweg 165","","aluka54@email.com","","0439/388568244","","","","","","","-1",""
"","","Giuseppina","","Mulobedeweiner","","","","","","","Pulsnitz","01896","Bahnhofstrasse 122","","aloku55@yahoo.de","","07337/499847629","","","","","","","-1",""
"","","Ann-Kathrin","","Hartmann","","","","","","","Blaustein","89134","Kantstrasse 143","","ann-kathrin.hartmann74@yahoo.de","","04169/7616941","","","","","","","-1",""
"","","Abram","","Gälusedestein","","","","","","","Bad Liebenstein","36448","Am Friedhof 30","","irolu95@gmx.de","","082172/512848","","","","","","","-1",""
"","","Irmtraut","","Schmidt","","","","","","","Erftstadt","50374","Schulweg 285","","isote87@email.com","","06587/67923245","","","","","","","-1",""
"","","Romy","","Nosegradestein","","","","","","","Großenehrich","99718","August-Bebel-Strasse 12b","","romy.nosegradestein95@gmail.com","","017185/616113","","","","","","","-1",""
"","","Frithjof","","Pelegradeweiner","","","","","","","Schöneck/Vogtl.","08261","Ahornstrasse 195","","ewife57@yahoo.de","","0788597/88249747","","","","","","","-1",""
"","","Hans-H.","","Lehmann","","","","","","","Herbolzheim","79336","Kapellenweg 142a","","hans-h..lehmann81@t-online.de","","084472/47738482","","","","","","","-1",""
"","","Walburga","","Lerewattemüller","","","","","","","Kirn","55606","Querstrasse 252d","","walburga.lerewattemueller98@yahoo.de","","038171/7887484","","","","","","","-1",""
"","","Sergej","","Herrmann","","","","","","","Schlüsselfeld","96132","Sandweg 92","","sergej.herrmann58@t-online.de","","0569/92115","","","","","","","-1",""
"","","Ida","","Radolode","","","","","","","Schönebeck (Elbe)","39218","Nordstrasse 80","","ida.radolode81@gmail.com","","02766/62869","","","","","","","-1",""
"","","Marina","","Bösufo","","","","","","","Buckow (Märkische Schweiz)","15377","Ulmenweg 203","","oleku70@gmail.com","","0171639/245477","","","","","","","-1",""
"","","Matteo","","Lidedameiner","","","","","","","Neukloster","23992","Kastanienweg 139","","matteo.lidedameiner76@yahoo.de","","0464/12974742","","","","","","","-1",""
"","","Andrej","","Fuchs","","","","","","","Tessin","18195","Mühlenstrasse 260","","uwufo99@surfnet.de","","06115/157191162","","","","","","","-1",""
"","","Gerald","","Vodefo","","","","","","","Hückelhoven","41836","Im Wiesengrund 247","","isuti90@surfnet.de","","01247/359612473","","","","","","","-1",""
"","","Albina","","Walter","","","","","","","Ludwigsstadt","96337","Blumenstrasse 92","","iluka78@t-online.de","","0815655/478153521","","","","","","","-1",""
"","","Arno","","Herrmann","","","","","","","Bredstedt","25821","Sonnenweg 26","","uleka85@t-online.de","","0865/13511","","","","","","","-1",""
"","","Gusti","","Richter","","","","","","","Kamp-Lintfort","47475","Frankenstrasse 261","","isito61@outloock.de","","0236/756592749","","","","","","","-1",""
"","","Jaroslaw","","Giweba","","","","","","","Iphofen","97346","Querstrasse 279","","irele58@gmail.de","","09131/29796","","","","","","","-1",""
"","","Fredi","","Cisodaweiner","","","","","","","Burg","39288","Raiffeisenstrasse 201","","asuta71@email.com","","06344/216631763","","","","","","","-1",""
"","","Marco","","Rutedistein","","","","","","","Steinfurt","48565","Mittelweg 283","","isuta89@t-online.de","","0868/1595938","","","","","","","-1",""
"","","Ibrahim","","Ritidastein","","","","","","","Stadtprozelten","97909","Buchenstrasse 147","","otozo96@yahoo.de","","0366662/31939859","","","","","","","-1",""
"","","Pia","","Mivedason","","","","","","","Neuwied","56564","Buchenstrasse 108","","ilako81@t-online.de","","08528/29415","","","","","","","-1",""
"","","Adriana","","Pidosademüller","","","","","","","Schwaan","18258","Buchenstrasse 179","","ivara96@gmail.de","","0723892/8358218","","","","","","","-1",""
"","","Marieluise","","Ledabumüller","","","","","","","Bad Fallingbostel","29683","Mörikestrasse 6","","marieluise.ledabumueller79@gmail.de","","0349/6643249","","","","","","","-1",""
"","","Ehrenfried","","Braun","","","","","","","Münstermaifeld","56294","Forststrasse 210","","ehrenfried.braun76@outloock.de","","08189/155824383","","","","","","","-1",""
"","","Wenke","","Jisadoweiner","","","","","","","Neukirchen","34626","Rathausstrasse 133","","wenke.jisadoweiner94@email.com","","0452/151521","","","","","","","-1",""
"","","Gotthilf","","Cawomode","","","","","","","Eckartsberga","06648","Lindenweg 35","","gotthilf.cawomode62@gmail.de","","039429/21938","","","","","","","-1",""
"","","Heinfried","","Wilugate","","","","","","","Soest","59494","Siemensstrasse 287","","heinfried.wilugate57@test.de","","0779/22873","","","","","","","-1",""
"","","Konstantin","","Wävesedestein","","","","","","","Amöneburg","35287","Friedhofsweg 185","","edope74@t-online.de","","0438/156233","","","","","","","-1",""
